X,Y,support,confidence,lift
"Current Status:issued, Existing Construction Type:1","Proposed Construction Type:1, Permit Type:8",0.002936149,0.626609442,65.25267959
"Proposed Construction Type:1, Current Status:issued, Existing Construction Type:1",Permit Type:8,0.002936149,0.761408083,13.72148843
"Proposed Construction Type:1, Current Status:issued","Permit Type:8, Existing Construction Type:1",0.002936149,0.645303867,73.38532832
"Proposed Construction Type:1, Current Status:issued, Permit Type:8",Existing Construction Type:1,0.002936149,0.890243902,63.19397295
"Current Status:filed, Proposed Construction Type:5, Permit Type:3",Existing Construction Type:5,0.002936149,0.983164983,23.78972204
"Current Status:filed, Permit Type:3","Existing Construction Type:5, Proposed Construction Type:5",0.002936149,0.603305785,16.11570248
"Existing Construction Type:5, Current Status:filed, Permit Type:3",Proposed Construction Type:5,0.002936149,0.986486486,24.17596872
Zipcode:94117,Existing Construction Type:5,0.002926094,0.68957346,16.68566437
"Current Status:issued, Existing Construction Type:3",Permit Type:8,0.002921066,0.707673569,12.75312792
"Proposed Construction Type:3, Permit Type:3",Existing Construction Type:3,0.002921066,0.94012945,71.9752685
"Existing Construction Type:3, Permit Type:3",Proposed Construction Type:3,0.002921066,0.984745763,79.29794826
"Current Status:issued, Proposed Construction Type:3, Existing Construction Type:3",Permit Type:8,0.002885872,0.814184397,14.67258101
"Current Status:issued, Existing Construction Type:3","Permit Type:8, Proposed Construction Type:3",0.002885872,0.699147381,76.99912189
"Current Status:issued, Proposed Construction Type:3","Permit Type:8, Existing Construction Type:3",0.002885872,0.748370274,85.39922401
"Permit Type:8, Current Status:issued, Existing Construction Type:3",Proposed Construction Type:3,0.002885872,0.987951807,79.55611921
"Permit Type:8, Current Status:issued, Proposed Construction Type:3",Existing Construction Type:3,0.002885872,0.951907131,72.87695472
"Current Status:issued, Proposed Construction Type:5, Permit Type:3",Existing Construction Type:5,0.002875817,0.930081301,22.50525191
"Existing Construction Type:5, Current Status:issued, Permit Type:3",Proposed Construction Type:5,0.002875817,0.981132075,24.04474739
"Zipcode:94110, Supervisor District:9",Permit Type:8,0.002870789,0.624726477,11.25832167
"Permit Type:8, Zipcode:94110",Supervisor District:9,0.002870789,0.627472527,89.78725591
"Permit Type:8, Supervisor District:9",Zipcode:94110,0.002870789,0.643742954,89.47622188
"Supervisor District:6, Proposed Construction Type:3",Existing Construction Type:3,0.002865762,0.957983193,73.34213131
"Existing Construction Type:3, Supervisor District:6",Proposed Construction Type:3,0.002865762,0.853293413,68.71257485
"Current Status:issued, Supervisor District:3",Permit Type:8,0.002850679,0.659302326,11.88142
Zipcode:94124,Neighborhoods - Analysis Boundaries:Bayview Hunters Point,0.002835596,0.987740806,283.0859456
Neighborhoods - Analysis Boundaries:Bayview Hunters Point,Zipcode:94124,0.002835596,0.812680115,283.0859456
Zipcode:94124,Supervisor District:10,0.002835596,0.987740806,111.4992317
"Proposed Construction Type:3, Supervisor District:3",Existing Construction Type:3,0.00282554,0.967297762,74.0552444
"Existing Construction Type:3, Supervisor District:3",Proposed Construction Type:3,0.00282554,0.879499218,70.82283173
"Neighborhoods - Analysis Boundaries:Mission, Supervisor District:9",Permit Type:8,0.002815485,0.633484163,11.41614569
"Permit Type:8, Supervisor District:9",Neighborhoods - Analysis Boundaries:Mission,0.002815485,0.631341601,76.42960707
"Proposed Construction Type:5, Supervisor District:3",Permit Type:8,0.002800402,0.680929095,12.27116038
"Supervisor District:6, Fire Only Permit:Y",Permit Type:8,0.002795375,0.809315866,14.58484423
"Proposed Construction Type:5, Zipcode:94117",Existing Construction Type:5,0.002795375,0.942372881,22.80267228
Zipcode:94117,"Existing Construction Type:5, Proposed Construction Type:5",0.002795375,0.658767773,17.59722132
"Existing Construction Type:5, Zipcode:94117",Proposed Construction Type:5,0.002795375,0.95532646,23.41232541
"Proposed Construction Type:3, Fire Only Permit:Y",Permit Type:8,0.002780292,0.844274809,15.21484638
Neighborhoods - Analysis Boundaries:Chinatown,Supervisor District:3,0.002780292,1,69.52114645
"Existing Construction Type:5, Supervisor District:3",Permit Type:8,0.002760181,0.64135514,11.55799016
"Existing Construction Type:5, Fire Only Permit:Y, Current Status:complete",Permit Type:8,0.002750126,0.86963434,15.6718556
Neighborhoods - Analysis Boundaries:Tenderloin,Permit Type:8,0.002750126,0.628735632,11.33057146
Zipcode:94117,Permit Type:8,0.002745098,0.646919431,11.65826537
Zipcode:94123,Supervisor District:2,0.002735043,1,101.843318
"Permit Type:8, Proposed Construction Type:5, Fire Only Permit:Y, Current Status:complete",Existing Construction Type:5,0.002724987,0.887070376,21.46451312
"Proposed Construction Type:5, Fire Only Permit:Y, Current Status:complete","Existing Construction Type:5, Permit Type:8",0.002724987,0.754874652,29.8320223
"Existing Construction Type:5, Proposed Construction Type:5, Fire Only Permit:Y, Current Status:complete",Permit Type:8,0.002724987,0.869983949,15.67815596
"Existing Construction Type:5, Fire Only Permit:Y, Current Status:complete","Permit Type:8, Proposed Construction Type:5",0.002724987,0.861685215,32.32538461
"Existing Construction Type:5, Permit Type:8, Fire Only Permit:Y, Current Status:complete",Proposed Construction Type:5,0.002724987,0.990859232,24.28313224
"Existing Construction Type:5, Proposed Construction Type:5, Supervisor District:3",Permit Type:8,0.002709904,0.688378033,12.40539919
"Proposed Construction Type:5, Supervisor District:3","Permit Type:8, Existing Construction Type:5",0.002709904,0.658924205,26.04013997
"Existing Construction Type:5, Supervisor District:3","Permit Type:8, Proposed Construction Type:5",0.002709904,0.629672897,23.62164075
"Permit Type:8, Proposed Construction Type:5, Supervisor District:3",Existing Construction Type:5,0.002709904,0.967684022,23.41512797
"Permit Type:8, Existing Construction Type:5, Supervisor District:3",Proposed Construction Type:5,0.002709904,0.981785064,24.06075027
"Fire Only Permit:Y, Supervisor District:3",Permit Type:8,0.002669683,0.827102804,14.90538622
"Proposed Construction Type:5, Zipcode:94110",Permit Type:8,0.0026546,0.643118149,11.58976169
Supervisor District:1,Existing Construction Type:5,0.002649573,0.625890736,15.1447284
Neighborhoods - Analysis Boundaries:Potrero Hill,Supervisor District:10,0.002644545,0.94265233,106.4095053
Supervisor District:1,Proposed Construction Type:5,0.002624434,0.619952494,15.19326652
"Existing Construction Type:3, Fire Only Permit:Y",Permit Type:8,0.002624434,0.854337152,15.39618189
"Proposed Construction Type:2, Current Status:complete",Permit Type:8,0.002619407,0.829617834,14.95071009
"Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Mission",Permit Type:8,0.002619407,0.670527671,12.0837142
"Proposed Construction Type:3, Fire Only Permit:Y, Existing Construction Type:3",Permit Type:8,0.002599296,0.854545455,15.39993575
"Existing Construction Type:3, Fire Only Permit:Y","Permit Type:8, Proposed Construction Type:3",0.002599296,0.846153846,93.18936877
"Proposed Construction Type:3, Fire Only Permit:Y","Permit Type:8, Existing Construction Type:3",0.002599296,0.789312977,90.07134317
"Permit Type:8, Existing Construction Type:3, Fire Only Permit:Y",Proposed Construction Type:3,0.002599296,0.990421456,79.75499093
"Permit Type:8, Proposed Construction Type:3, Fire Only Permit:Y",Existing Construction Type:3,0.002599296,0.934900542,71.57494915
Supervisor District:1,Permit Type:8,0.002599296,0.614014252,11.0652745
"Existing Construction Type:5, Zipcode:94110",Supervisor District:9,0.002584213,0.609727165,87.24800942
"Existing Construction Type:5, Supervisor District:9",Zipcode:94110,0.002584213,0.676315789,94.00364118
"Supervisor District:5, Current Status:complete",Permit Type:8,0.002579186,0.715481172,12.8938303
"Supervisor District:2, Current Status:complete",Permit Type:8,0.002574158,0.710124827,12.79730253
Zipcode:94118,Existing Construction Type:5,0.002564103,0.654685494,15.84147747
Current Status:withdrawn,Proposed Construction Type:5,0.002559075,0.607398568,14.88560562
"Zipcode:94115, Proposed Construction Type:5",Existing Construction Type:5,0.002559075,0.942592593,22.80798865
"Existing Construction Type:5, Zipcode:94115",Proposed Construction Type:5,0.002559075,0.933944954,22.8883257
Neighborhoods - Analysis Boundaries:Hayes Valley,Supervisor District:5,0.002559075,0.826298701,89.71114175
"Existing Use:apartments, Permit Type:3",Existing Construction Type:5,0.002554047,0.702627939,17.00154466
"Existing Construction Type:2, Current Status:complete",Permit Type:8,0.002543992,0.773700306,13.94300904
"Existing Use:apartments, Permit Type:3",Proposed Construction Type:5,0.002538964,0.698478562,17.11771635
"Proposed Construction Type:5, Existing Use:apartments, Permit Type:3",Existing Construction Type:5,0.002533937,0.998019802,24.14916528
"Existing Use:apartments, Permit Type:3","Existing Construction Type:5, Proposed Construction Type:5",0.002533937,0.697095436,18.62104246
"Existing Construction Type:5, Existing Use:apartments, Permit Type:3",Proposed Construction Type:5,0.002533937,0.992125984,24.31417672
Zipcode:94118,Proposed Construction Type:5,0.002533937,0.646983312,15.85571473
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Mission",Zipcode:94110,0.002533937,0.616891065,85.7439782
"Proposed Construction Type:1, Supervisor District:6",Permit Type:8,0.002528909,0.614914425,11.08149671
"Existing Construction Type:2, Proposed Construction Type:2, Current Status:complete",Permit Type:8,0.002518854,0.837792642,15.09802995
"Proposed Construction Type:2, Current Status:complete","Permit Type:8, Existing Construction Type:2",0.002518854,0.797770701,154.6555481
"Existing Construction Type:2, Current Status:complete","Permit Type:8, Proposed Construction Type:2",0.002518854,0.766055046,144.424975
"Permit Type:8, Proposed Construction Type:2, Current Status:complete",Existing Construction Type:2,0.002518854,0.961612284,132.0888697
"Permit Type:8, Existing Construction Type:2, Current Status:complete",Proposed Construction Type:2,0.002518854,0.990118577,146.0939058
Neighborhoods - Analysis Boundaries:Pacific Heights,Supervisor District:2,0.002513826,0.789889415,80.4449589
"Neighborhoods - Analysis Boundaries:Bayview Hunters Point, Zipcode:94124",Supervisor District:10,0.002508798,0.884751773,99.87351173
Zipcode:94124,"Supervisor District:10, Neighborhoods - Analysis Boundaries:Bayview Hunters Point",0.002508798,0.873905429,250.4607923
Neighborhoods - Analysis Boundaries:Bayview Hunters Point,"Supervisor District:10, Zipcode:94124",0.002508798,0.719020173,253.5693482
"Supervisor District:10, Zipcode:94124",Neighborhoods - Analysis Boundaries:Bayview Hunters Point,0.002508798,0.884751773,253.5693482
"Supervisor District:10, Neighborhoods - Analysis Boundaries:Bayview Hunters Point",Zipcode:94124,0.002508798,0.719020173,250.4607923
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Mission",Permit Type:8,0.002508798,0.610771114,11.00682926
"Existing Use:retail sales, Proposed Construction Type:5",Existing Construction Type:5,0.002503771,0.996,24.10029197
"Existing Construction Type:5, Existing Use:retail sales",Proposed Construction Type:5,0.002503771,0.795527157,19.49610047
Zipcode:94133,Permit Type:8,0.002503771,0.627994956,11.31722359
Zipcode:94118,Permit Type:8,0.002498743,0.637997433,11.49748023
"Existing Construction Type:5, Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Mission",Permit Type:8,0.002473605,0.680497925,12.26339017
"Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Mission","Permit Type:8, Existing Construction Type:5",0.002473605,0.633204633,25.02372373
"Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Mission","Permit Type:8, Proposed Construction Type:5",0.002473605,0.602203182,22.59113787
"Permit Type:8, Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Mission",Existing Construction Type:5,0.002473605,0.944337812,22.85021786
"Permit Type:8, Existing Construction Type:5, Neighborhoods - Analysis Boundaries:Mission",Proposed Construction Type:5,0.002473605,0.985971944,24.16335875
"Existing Construction Type:5, Proposed Construction Type:5, Zipcode:94110",Permit Type:8,0.002468577,0.648612946,11.68878454
"Permit Type:8, Proposed Construction Type:5, Zipcode:94110",Existing Construction Type:5,0.002468577,0.929924242,22.50145156
"Permit Type:8, Existing Construction Type:5, Zipcode:94110",Proposed Construction Type:5,0.002468577,0.983967936,24.11424624
"Supervisor District:6, Proposed Construction Type:5",Permit Type:8,0.00246355,0.725925926,13.08205732
"Proposed Construction Type:5, Supervisor District:9",Zipcode:94110,0.002458522,0.668032787,92.85235591
"Zipcode:94103, Proposed Construction Type:5",Existing Construction Type:5,0.002443439,0.922201139,22.31457499
"Existing Construction Type:5, Zipcode:94103",Proposed Construction Type:5,0.002443439,0.872531418,21.38325519
"Proposed Construction Type:1, Supervisor District:3",Permit Type:8,0.002438411,0.687943262,12.39756409
"Supervisor District:10, Current Status:complete",Permit Type:8,0.002433384,0.688477952,12.40719984
"Neighborhoods - Analysis Boundaries:Financial District/South Beach, Existing Construction Type:1",Proposed Construction Type:1,0.002428356,0.831325301,59.50003685
"Proposed Construction Type:1, Neighborhoods - Analysis Boundaries:Financial District/South Beach",Existing Construction Type:1,0.002428356,0.904494382,64.20554339
"Supervisor District:10, Proposed Construction Type:5",Permit Type:8,0.002428356,0.658038147,11.85863799
"Proposed Construction Type:5, Neighborhoods - Analysis Boundaries:Mission",Zipcode:94110,0.002413273,0.617760618,85.86484058
"Proposed Construction Type:5, Supervisor District:1",Existing Construction Type:5,0.00239819,0.913793103,22.11112509
"Existing Construction Type:5, Supervisor District:1",Proposed Construction Type:5,0.00239819,0.90512334,22.18199017
